post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords
"Annapurna Green Rug 2170-29 by Angelo Rugs",annapurna-green-rug-2170-29-angelo-rugs,,3290,"The stunning Annapurna Rug is made from vegetable silk, creating a super shiny effect which changes according to the light. The natural dyeing and sun drying process gives the rug a brightness and softness which makes the Annapurna collection truly extraordinary.",,publish,,0,"2017-10-30 13:18:10",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/2170-29-300x400-4.jpg ! alt :  ! title : 2170-29-300x400-4 ! desc :  ! caption : ",,https://luxuryrugs.com/product/annapurna-green-rug-2170-29-angelo-rugs/,,,,,,,,,30,,
"Annapurna Moss Rug 2170-56 by Angelo Rugs",annapurna-moss-rug-2170-56-angelo-rugs,,3292,"The stunning Annapurna Rug is made from vegetable silk, creating a super shiny effect which changes according to the light. The natural dyeing and sun drying process gives the rug a brightness and softness which makes the Annapurna collection truly extraordinary.",,publish,,0,"2017-10-30 13:26:34",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/2170-56-300x400-2.jpg ! alt :  ! title : 2170-56-300x400-2 ! desc :  ! caption : ",,https://luxuryrugs.com/product/annapurna-moss-rug-2170-56-angelo-rugs/,,,,,,,,,30,,
"Annapurna Grey Rug 2170-57 by Angelo Rugs",annapurna-grey-rug-2170-57-angelo-rugs,,3294,"The stunning Annapurna Rug is made from vegetable silk, creating a super shiny effect which changes according to the light. The natural dyeing and sun drying process gives the rug a brightness and softness which makes the Annapurna collection truly extraordinary.",,publish,,0,"2017-10-30 13:37:19",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/2170-57-300x400-2.jpg ! alt :  ! title : interior design ! desc :  ! caption : interior design",,https://luxuryrugs.com/product/annapurna-grey-rug-2170-57-angelo-rugs/,,,,,,,,,30,,
"Dark Grey Bali Rug 4853-57 by Angelo Rugs",dark-grey-bali-rug-4853-57-angelo-rugs,,3343,"The striking Bali rug is made from a fine New Zealand wool and is hand knotted to give a luxurious hand finished effect.",,publish,,0,"2017-11-02 10:45:42",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/4853-57-250x350-2-e1509618570959.jpg ! alt :  ! title : Livingroom interior(focus on sofa) 3d render ! desc :  ! caption : Livingroom interior(focus on sofa) 3d render | https://luxuryrugs.com/wp-content/uploads/2017/11/4853-57-250x350-3-e1509618675453.jpg ! alt :  ! title : Luxurious living room ! desc :  ! caption : ",,https://luxuryrugs.com/product/dark-grey-bali-rug-4853-57-angelo-rugs/,,,,,,,,,30,,
"Brown Bali Rug 4852-85 by Angelo Rugs",brown-bali-rug-4852-85-angelo-rugs,,3346,"The striking Bali rug is made from a fine New Zealand wool and is hand knotted to give a luxurious hand finished effect.",,publish,,0,"2017-11-02 10:54:01",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/4852-85-250x350-2-e1509619851153.jpg ! alt :  ! title : 4852-85-250x350-2 ! desc :  ! caption : ",,https://luxuryrugs.com/product/brown-bali-rug-4852-85-angelo-rugs/,,,,,,,,,30,,
"Cream Bali Rug 4851-632 by Angelo Rugs",cream-bali-rug-4851-632-angelo-rugs,,3348,"The striking Bali rug is made from a fine New Zealand wool and is hand knotted to give a luxurious hand finished effect.",,publish,,0,"2017-11-02 11:02:48",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/4851-632-250x350-3-e1509620400865.jpg ! alt :  ! title : 4851-632-250x350-3 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/4851-632-250x350-4-e1509620418657.jpg ! alt :  ! title : 4851-632-250x350-4 ! desc :  ! caption : ",,https://luxuryrugs.com/product/cream-bali-rug-4851-632-angelo-rugs/,,,,,,,,,30,,
"Navy Bamboo Rug 3055-50 by Angelo Rugs",navy-bamboo-rug-3055-50-angelo-rugs,,3353,"The Bamboo rug is highly appreciated for its extraordinary softness and its silky finish due to the bamboo fibres which change according to the light. The natural dyeing and sun drying process gives a lovely brightness to the product.",,publish,,0,"2017-11-02 11:50:13",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/3055-50-200x300-2-e1509621892688.jpg ! alt :  ! title : 3055-50-200x300-2 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/3055-50-200x300-1-e1509623557907.jpg ! alt :  ! title : 3055-50-200x300-1 ! desc :  ! caption : ",,https://luxuryrugs.com/product/navy-bamboo-rug-3055-50-angelo-rugs/,,,,,,,,,30,,
"Dark Grey Bamboo Rug 3055-57 by Angelo Rugs",dark-grey-bamboo-rug-3055-57-angelo-rugs,,3361,"The Bamboo rug is highly appreciated for its extraordinary softness and its silky finish due to the bamboo fibres which change according to the light. The natural dyeing and sun drying process gives a lovely brightness to the product.",,publish,,0,"2017-11-02 12:06:16",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/3055-57-200x300-3-e1509623943481.jpg ! alt :  ! title : 3055-57-200x300-3 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/3055-57-200x300-1-e1509623972153.jpg ! alt :  ! title : 3055-57-200x300-1 ! desc :  ! caption : ",,https://luxuryrugs.com/product/dark-grey-bamboo-rug-3055-57-angelo-rugs/,,,,,,,,,30,,
"Dark Brown Bamboo Rug 3055-55 by Angelo Rugs",dark-brown-bamboo-rug-3055-55-angelo-rugs,,3364,"The Bamboo rug is highly regarded for its extraordinary softness and its silky finish due to the bamboo fibres which change according to the light. The natural dyeing and sun drying process gives a lovely brightness to the product.",,publish,,0,"2017-11-02 13:10:32",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/3055-55-200x300-3.jpg ! alt :  ! title : 3055-55-200x300-3 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/3055-55-200x300-4.jpg ! alt :  ! title : 3055-55-200x300-4 ! desc :  ! caption : ",,https://luxuryrugs.com/product/dark-brown-bamboo-rug-3055-55-angelo-rugs/,,,,,,,,,30,,
"Cream Bamboo Rug 3055-0 by Angelo Rugs",cream-bamboo-rug-3055-0-angelo-rugs,,3368,"The Bamboo rug is highly regarded for its extraordinary softness and its silky finish due to the bamboo fibres which change according to the light. The natural dyeing and sun drying process gives a lovely brightness to the product.",,publish,,0,"2017-11-02 13:22:22",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/3055-0-200x300-2-resize.jpg ! alt :  ! title : 3055-0-200x300-2 resize ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/3055-0-200x300-1-e1509628874195.jpg ! alt :  ! title : 3055-0-200x300-1 ! desc :  ! caption : ",,https://luxuryrugs.com/product/cream-bamboo-rug-3055-0-angelo-rugs/,,,,,,,,,30,,
"White Bergamo Rug 5512-000 by Angelo Rugs",white-bergamo-rug-5512-000-angelo-rugs,,3372,"The Bergamo is a generous rug, its fur gives a wild but casual feel. Handwoven in polyester, this rug is very easy to clean and maintain.",,publish,,0,"2017-11-02 13:34:08",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/5512-000-200x300-1-e1509629561998.jpg ! alt :  ! title : 5512-000-200x300-1 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/5512-000-200x300-3-e1509629581555.jpg ! alt :  ! title : 5512-000-200x300-3 ! desc :  ! caption : ",,https://luxuryrugs.com/product/white-bergamo-rug-5512-000-angelo-rugs/,,,,,,,,,90,,
"Cream Bergamo Rug 5512-054 by Angelo Rugs",cream-bergamo-rug-5512-054-angelo-rugs,,3377,"The Bergamo is a generous rug, its fur gives a wild but casual feel. Handwoven in polyester, this rug is very easy to clean and maintain.",,publish,,0,"2017-11-02 13:40:23",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/5512-054-200x300-3.jpg ! alt :  ! title : 5512-054-200x300-3 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/5512-054-200x300-2.jpg ! alt :  ! title : 5512-054-200x300-2 ! desc :  ! caption : ",,https://luxuryrugs.com/product/cream-bergamo-rug-5512-054-angelo-rugs/,,,,,,,,,90,,
"Dark Grey Bergamo Rug 5512-055 by Angelo Rugs",dark-grey-bergamo-rug-5512-055-angelo-rugs,,3380,"The Bergamo is a generous rug, its fur gives a wild but casual feel. Handwoven in polyester, this rug is very easy to clean and maintain.",,publish,,0,"2017-11-02 13:54:55",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/5512-55-200x300-2.jpg ! alt :  ! title : Sexy fashionable blond girl ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/5512-55-200x300-3.jpg ! alt :  ! title : 5512-55-200x300-3 ! desc :  ! caption : ",,https://luxuryrugs.com/product/dark-grey-bergamo-rug-5512-055-angelo-rugs/,,,,,,,,,90,,
"Caramel Bergamo Rug 5512-632 by Angelo Rugs",caramel-bergamo-rug-5512-632-angelo-rugs,,3383,"The Bergamo is a generous rug, its fur gives a wild but casual feel. Handwoven in polyester, this rug is very easy to clean and maintain.",,publish,,0,"2017-11-02 14:05:59",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/5512-632-200x300-1-resize-e1509631419991.jpg ! alt :  ! title : 5512-632-200x300-1 resize ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/5512-632-200x300-3.jpg ! alt :  ! title : 5512-632-200x300-3 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/5512-632-200x300-2.jpg ! alt :  ! title : 5512-632-200x300-2 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/5512-632-200x300-4.jpg ! alt :  ! title : 5512-632-200x300-4 ! desc :  ! caption : ",,https://luxuryrugs.com/product/caramel-bergamo-rug-5512-632-angelo-rugs/,,,,,,,,,90,,
"Grey Bergamo Rug 5512-635 by Angelo Rugs",grey-bergamo-rug-5512-635-angelo-rugs,,3388,"The Bergamo is a generous rug, its fur gives a wild but casual feel. Handwoven in polyester, this rug is very easy to clean and maintain.",,publish,,0,"2017-11-02 14:13:07",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/5512-635-200x300-1-copy-e1509631890116.jpg ! alt :  ! title : 5512-635-200x300-1 copy ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/5512-635-200x300-2.jpg ! alt :  ! title : 5512-635-200x300-2 ! desc :  ! caption : ",,https://luxuryrugs.com/product/grey-bergamo-rug-5512-635-angelo-rugs/,,,,,,,,,90,,
"Brown Bergamo Rug 5512-853 by Angelo Rugs",brown-bergamo-rug-5512-853-angelo-rugs,,3391,"The Bergamo is a generous rug, its fur gives a wild but casual feel. Handwoven in polyester, this rug is very easy to clean and maintain.",,publish,,0,"2017-11-02 14:24:10",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/5512-853-200x300-1-e1509632409726.jpg ! alt :  ! title : 5512-853-200x300-1 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/5512-853-200x300-2.jpg ! alt :  ! title : 5512-853-200x300-2 ! desc :  ! caption : ",,https://luxuryrugs.com/product/brown-bergamo-rug-5512-853-angelo-rugs/,,,,,,,,,90,,
"Red Ceasar rug 503-Dé010 by Angelo Rugs",red-ceasar-rug-503-de010-angelo-rugs,,3444,"The beautiful hand tufted Ceasar rug will add style to any room in the house!",,publish,,0,"2017-11-06 14:16:16",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/503-Dé010-200x300-1-e1509975677566.jpg ! alt :  ! title : 503-Dé010-200x300-1 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/503-Dé010-200x300-3-e1509975746680.jpg ! alt :  ! title : 503-Dé010-200x300-3 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/503-Dé010-200x300-2-e1509975714135.jpg ! alt :  ! title : 503-Dé010-200x300-2 ! desc :  ! caption : ",,https://luxuryrugs.com/product/red-ceasar-rug-503-de010-angelo-rugs/,,,,,,,,,60,,
"Caeser Blue Stripe Rug 503-Dé221 by Angelo Rugs",caeser-blue-stripe-rug-503-de221-angelo-rugs,,3448,"The beautiful striped, hand tufted Caesar rug will add a touch of contemporary style to any room.",,publish,,0,"2017-11-06 15:32:47",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/503-Dé221-200x300-1-e1509978182906.jpg ! alt : angelo ! title : 503-Dé221-200x300-1 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/503-Dé221-200x300-3-e1509978198545.jpg ! alt : angelo ! title : 503-Dé221-200x300-3 ! desc :  ! caption : ",,https://luxuryrugs.com/product/caeser-blue-stripe-rug-503-de221-angelo-rugs/,,,,,,,,,60,,
"Brown Striped Caesar Rug 503-Dé680 by Angelo Rugs",brown-striped-caesar-rug-503-de680-angelo-rugs,,3451,"The beautiful striped, hand tufted Caesar rug will add a touch of contemporary style to any room.",,publish,,0,"2017-11-06 16:00:16",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/503-Dé680-200x300-1-resize-e1509983801714.jpg ! alt : angelo ! title : 503-Dé680-200x300-1 resize ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/503-Dé680-200x300-3.jpg ! alt : angelo ! title : 503-Dé680-200x300-3 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/503-Dé680-200x300-2-e1509983843371.jpg ! alt : angelo ! title : 503-Dé680-200x300-2 ! desc :  ! caption : ",,https://luxuryrugs.com/product/brown-striped-caesar-rug-503-de680-angelo-rugs/,,,,,,,,,60,,
"Cream Clip Rug 221-00 by Angelo Rugs",cream-clip-rug-221-00-angelo-rugs,,3455,"This classic wool rug will add a cosy, luxurious feel to your home. Hand woven from 100% Pure New Zealand Wool, it oozes quality!",,publish,,0,"2017-11-06 16:17:48",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/221-00-200x300-2-e1509984456847.jpg ! alt : angelo ! title : 221-00-200x300-2 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/221-00-200x300-4-e1509984817920.jpg ! alt : angelo ! title : 221-00-200x300-4 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/221-00-200x300-0-e1509984791556.jpg ! alt : angelo ! title : 221-00-200x300-0 ! desc :  ! caption : ",,https://luxuryrugs.com/product/cream-clip-rug-221-00-angelo-rugs/,,,,,,,,,60,,
"Navy Clip Rug 221-26 by Angelo Rugs",navy-clip-rug-221-26-angelo-rugs,,3461,"This classic wool rug will add a cosy, luxurious feel to your home. Hand woven from 100% Pure New Zealand Wool, it oozes quality!",,publish,,0,"2017-11-06 16:33:34",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/221-26-200x300-3-e1509985366456.jpg ! alt : angelo ! title : 221-26-200x300-3 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/221-26-200x300-4-e1509985408419.jpg ! alt : angelo ! title : 221-26-200x300-4 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/221-26-200x300-2-e1509985385432.jpg ! alt : angelo ! title : 221-26-200x300-2 ! desc :  ! caption : ",,https://luxuryrugs.com/product/navy-clip-rug-221-26-angelo-rugs/,,,,,,,,,60,,
"Grey Clip Rug 221-56 by Angelo Rugs",grey-clip-rug-221-56-angelo-rugs,,3705,"This classic wool rug will add a cosy, luxurious feel to your home. Hand woven from 100% Pure New Zealand Wool, it oozes quality!",,publish,,0,"2017-11-08 13:52:25",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/11/221-56-200x300-3-e1510148807547.jpg ! alt : angelo ! title : Grey Clip Rug ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/221-56-200x300-2-e1510148756310.jpg ! alt : angelo ! title : 221-56-200x300-2 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/221-56-200x300-1-e1510148775706.jpg ! alt : angelo ! title : 221-56-200x300-1 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/221-56-200x300-4-e1510148820895.jpg ! alt : angelo ! title : 221-56-200x300-4 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/11/221-56-200x300-5-e1510148842802.jpg ! alt : angelo ! title : Grey Clip Rug ! desc :  ! caption : ",,https://luxuryrugs.com/product/grey-clip-rug-221-56-angelo-rugs/,"grey clip",,,,,"Grey clip rug by angelo rugs",49,,60,,
"Agave Ash Grey Rug by Ted baker",agave-ash-grey-rug-by-ted-baker,,4102,"Ted Baker Agave rugs are hand tufted in India exclusively by Brink and Campman using high quality pure New Zealand wool and fine viscose yarns ensuring a neat and durable finish. A beautiful contemporary geometric pattern that infuses warming tones to add a ageless look to your floor.",,publish,,0,"2018-01-30 22:19:39",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2018/01/TB-agave-ash-grey-57104-SFEER.jpg ! alt : ""agave rug"" ! title : B&amp;C ! desc :  ! caption : Styling Nanouk van Ramshorst | https://luxuryrugs.com/wp-content/uploads/2018/01/TB-agave-ash-grey-57104.jpg ! alt : ""agave ash grey rug"" ! title : TB agave ash grey 57104 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2018/01/TB-agave-ash-grey-57104.jpg ! alt : ""agave ash grey rug"" ! title : TB agave ash grey 57104 ! desc :  ! caption : ",,https://luxuryrugs.com/product/agave-ash-grey-rug-by-ted-baker/,agave,,,,,,46,,30,,
"Cobble 29208",cobble-29208,,4111,"The Cobble rug collection is a stunning collection handwoven/ braided from 100% Wool to give the look of a cobbled surface.  With a variety of colours this rug will bring attention to any room.",,publish,,0,"2018-01-30 22:47:59",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2018/01/BC-cobble-29208-SFEER-B.jpg ! alt : ""cobble rug brink"" ! title : BC-cobble-29208-SFEER-B ! desc : Cobble Rug ! caption :  | https://luxuryrugs.com/wp-content/uploads/2018/01/BC-cobble-29208-SFEER-A.jpg ! alt : ""Cobble Rug"" ! title : BC-cobble-29208-SFEER-A ! desc :  ! caption : ",,https://luxuryrugs.com/product/cobble-29208/,"Cobble Rug",,,,,"Cobble Rug Collection",45,,30,,
"Barren Ash by Ted Baker",barren-ash-by-ted-baker,,4115,"Ted Baker Barren Ash hand tufted in India exclusively by Brink and Campman using high quality pure New Zealand wool and fine viscose yarns ensuring a neat and durable finish.",,publish,,0,"2018-02-01 22:03:54",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2018/02/TB-barren-ash-grey-57204-SFEER.jpg ! alt : Brink & Campman Rugs ! title : Brink & Campman Rugs ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2018/02/Ted-Baker-Barren-Ash.jpg ! alt : ""Barren Ash rug"" ! title : Ted Baker Barren Ash ! desc :  ! caption : ",,https://luxuryrugs.com/product/barren-ash-by-ted-baker/,"Barren Ash",,,,,"Ted Bakers Barren Ash Rug hand tufted in India exclusively by Brink and Campman",55,,30,,
"Bombus Rug",bombus-rug,,5983,"This beautiful bombus rug, is hand knotted in New Zealand Wool and Art Silk, our bespoke rugs are made to order and available in custom sizes.","New Zealand Wool/ Art Silk",publish,,0,"2018-11-27 21:24:23",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2018/11/Bombus-Luxury-rugs.jpg ! alt : Silk Rugs in Chiswick ! title : Silk Rugs in Chiswick ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2018/11/Bombus-2-luxury-rugs.jpg ! alt : bespoke luxury rugs ! title : Bombus 2 luxury rugs ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2018/11/Bombus-Close-Up-Luxury-rugs.jpg ! alt : bespoke luxury rugs ! title : Bombus Close Up Luxury rugs ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2018/11/bombus-zoom-in-luxury-rugs.jpg ! alt : bespoke luxury rugs ! title : bombus zoom in luxury rugs ! desc :  ! caption : ",,https://luxuryrugs.com/product/bombus-rug/,"bombus rug",,,,,,42,,30,,
"Magnetic Rug",glory-gold-rug,,5991,"This Luxurious Magnetic rug, is hand knotted in New Zealand Wool and Art Silk/Viscose, our bespoke rugs are made to order and available in custom sizes.","New Zealand Wool &amp; Art Silk/Viscose",publish,,0,"2018-11-28 10:27:37",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2018/11/Magnetic-Luxury-rugs.jpg ! alt : Silk Rugs in Hammersmith ! title : Silk Rugs in Hammersmith ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2018/11/Magneti-close-up-luxury-rugs.jpg ! alt : magnetic luxury rugs ! title : Magnetic close up luxury rugs ! desc :  ! caption : ",,https://luxuryrugs.com/product/glory-gold-rug/,"Magnetic rug",,,,,"Bespoke Magnetic Rug",44,,30,,
